"country","year","sex","age","suicides_no","population","suicides.100k.pop","gdp_for_year....","gdp_per_capita....","generation","NV.SRV.TOTL.ZS","NV.IND.TOTL.ZS","NV.IND.MANF.ZS","NV.AGR.TOTL.ZS"
"Mexico",2002,"female","5-14 years",63,11292233,0.56,7.72106e+11,8357,"Millenials",58.845208018069,32.7103576481985,17.2675847902619,3.27828185504542
"Mexico",2002,"male","15-24 years",919,10391176,8.84,7.72106e+11,8357,"Millenials",58.845208018069,32.7103576481985,17.2675847902619,3.27828185504542
"Mexico",2002,"male","55-74 years",348,3991819,8.72,7.72106e+11,8357,"Silent",58.845208018069,32.7103576481985,17.2675847902619,3.27828185504542
"Mexico",2003,"male","35-54 years",885,10201542,8.68,7.29336e+11,7779,"Boomers",60.424391338678,31.1910772712026,16.6089869782365,3.38748649595129
"Mexico",2003,"female","15-24 years",280,10156204,2.76,7.29336e+11,7779,"Millenials",60.424391338678,31.1910772712026,16.6089869782365,3.38748649595129
"Mexico",2003,"male","5-14 years",91,11723507,0.78,7.29336e+11,7779,"Millenials",60.424391338678,31.1910772712026,16.6089869782365,3.38748649595129
"Mexico",2003,"female","5-14 years",52,11340331,0.46,7.29336e+11,7779,"Millenials",60.424391338678,31.1910772712026,16.6089869782365,3.38748649595129
"Mexico",2003,"male","55-74 years",385,4100347,9.39,7.29336e+11,7779,"Silent",60.424391338678,31.1910772712026,16.6089869782365,3.38748649595129
"Mexico",2003,"male","15-24 years",953,10408446,9.16,7.29336e+11,7779,"Millenials",60.424391338678,31.1910772712026,16.6089869782365,3.38748649595129
"Mexico",2003,"female","75+ years",11,1276432,0.86,7.29336e+11,7779,"Silent",60.424391338678,31.1910772712026,16.6089869782365,3.38748649595129
"Mexico",2003,"female","35-54 years",171,10765671,1.59,7.29336e+11,7779,"Boomers",60.424391338678,31.1910772712026,16.6089869782365,3.38748649595129
"Mexico",2003,"female","25-34 years",125,9280350,1.35,7.29336e+11,7779,"Generation X",60.424391338678,31.1910772712026,16.6089869782365,3.38748649595129
"Mexico",2003,"female","55-74 years",55,4489997,1.22,7.29336e+11,7779,"Silent",60.424391338678,31.1910772712026,16.6089869782365,3.38748649595129
"Mexico",2003,"male","75+ years",151,901495,16.75,7.29336e+11,7779,"Silent",60.424391338678,31.1910772712026,16.6089869782365,3.38748649595129
"Mexico",2003,"male","25-34 years",911,9114537,10,7.29336e+11,7779,"Generation X",60.424391338678,31.1910772712026,16.6089869782365,3.38748649595129
"Mexico",2004,"male","35-54 years",926,10528424,8.8,7.82241e+11,8217,"Boomers",59.3882212786931,32.851060047984,16.6589751162367,3.33919043587465
"Mexico",2004,"male","5-14 years",98,11772473,0.83,7.82241e+11,8217,"Millenials",59.3882212786931,32.851060047984,16.6589751162367,3.33919043587465
"Mexico",2004,"female","5-14 years",50,11395153,0.44,7.82241e+11,8217,"Millenials",59.3882212786931,32.851060047984,16.6589751162367,3.33919043587465
"Mexico",2004,"female","35-54 years",148,11144750,1.33,7.82241e+11,8217,"Boomers",59.3882212786931,32.851060047984,16.6589751162367,3.33919043587465
"Mexico",2004,"female","75+ years",14,1326483,1.06,7.82241e+11,8217,"Silent",59.3882212786931,32.851060047984,16.6589751162367,3.33919043587465
"Mexico",2004,"male","55-74 years",390,4227720,9.22,7.82241e+11,8217,"Silent",59.3882212786931,32.851060047984,16.6589751162367,3.33919043587465
"Mexico",2004,"male","15-24 years",942,10447031,9.02,7.82241e+11,8217,"Millenials",59.3882212786931,32.851060047984,16.6589751162367,3.33919043587465
"Mexico",2004,"female","55-74 years",67,4599859,1.46,7.82241e+11,8217,"Silent",59.3882212786931,32.851060047984,16.6589751162367,3.33919043587465
"Mexico",2004,"female","15-24 years",238,10169971,2.34,7.82241e+11,8217,"Millenials",59.3882212786931,32.851060047984,16.6589751162367,3.33919043587465
"Mexico",2004,"female","25-34 years",158,9394059,1.68,7.82241e+11,8217,"Generation X",59.3882212786931,32.851060047984,16.6589751162367,3.33919043587465
"Mexico",2004,"male","75+ years",140,932624,15.01,7.82241e+11,8217,"Silent",59.3882212786931,32.851060047984,16.6589751162367,3.33919043587465
"Mexico",2004,"male","25-34 years",885,9254521,9.56,7.82241e+11,8217,"Generation X",59.3882212786931,32.851060047984,16.6589751162367,3.33919043587465
"Mexico",2005,"female","15-24 years",272,10208805,2.66,8.77476e+11,9071,"Millenials",60.0056730750059,32.7834060602748,15.7266043383479,3.07320418494207
"Mexico",2005,"male","55-74 years",375,4380597,8.56,8.77476e+11,9071,"Silent",60.0056730750059,32.7834060602748,15.7266043383479,3.07320418494207
"Mexico",2005,"female","75+ years",11,1378312,0.8,8.77476e+11,9071,"Silent",60.0056730750059,32.7834060602748,15.7266043383479,3.07320418494207
"Mexico",2005,"male","15-24 years",943,10509381,8.97,8.77476e+11,9071,"Millenials",60.0056730750059,32.7834060602748,15.7266043383479,3.07320418494207
"Mexico",2005,"male","75+ years",154,963447,15.98,8.77476e+11,9071,"Silent",60.0056730750059,32.7834060602748,15.7266043383479,3.07320418494207
"Mexico",2005,"female","5-14 years",57,11456090,0.5,8.77476e+11,9071,"Millenials",60.0056730750059,32.7834060602748,15.7266043383479,3.07320418494207
"Mexico",2005,"female","25-34 years",159,9465920,1.68,8.77476e+11,9071,"Generation X",60.0056730750059,32.7834060602748,15.7266043383479,3.07320418494207
"Mexico",2005,"female","35-54 years",177,11550016,1.53,8.77476e+11,9071,"Boomers",60.0056730750059,32.7834060602748,15.7266043383479,3.07320418494207
"Mexico",2005,"female","55-74 years",54,4739632,1.14,8.77476e+11,9071,"Silent",60.0056730750059,32.7834060602748,15.7266043383479,3.07320418494207
"Mexico",2005,"male","5-14 years",98,11833699,0.83,8.77476e+11,9071,"Millenials",60.0056730750059,32.7834060602748,15.7266043383479,3.07320418494207
"Mexico",2005,"male","25-34 years",956,9355305,10.22,8.77476e+11,9071,"Generation X",60.0056730750059,32.7834060602748,15.7266043383479,3.07320418494207
"Mexico",2005,"male","35-54 years",1018,10888804,9.35,8.77476e+11,9071,"Boomers",60.0056730750059,32.7834060602748,15.7266043383479,3.07320418494207
"Mexico",2006,"female","55-74 years",52,4886682,1.06,9.75387e+11,9906,"Silent",58.9662559046172,34.1952791030793,16.6599614768607,3.0758258597569
"Mexico",2006,"male","5-14 years",114,11875780,0.96,9.75387e+11,9906,"Millenials",58.9662559046172,34.1952791030793,16.6599614768607,3.0758258597569
"Mexico",2006,"male","75+ years",139,1009855,13.76,9.75387e+11,9906,"Silent",58.9662559046172,34.1952791030793,16.6599614768607,3.0758258597569
"Mexico",2006,"male","25-34 years",928,9459323,9.81,9.75387e+11,9906,"Generation X",58.9662559046172,34.1952791030793,16.6599614768607,3.0758258597569
"Mexico",2006,"female","15-24 years",287,10309008,2.78,9.75387e+11,9906,"Millenials",58.9662559046172,34.1952791030793,16.6599614768607,3.0758258597569
"Mexico",2006,"male","55-74 years",419,4535133,9.24,9.75387e+11,9906,"Silent",58.9662559046172,34.1952791030793,16.6599614768607,3.0758258597569
"Mexico",2006,"female","35-54 years",161,11985917,1.34,9.75387e+11,9906,"Boomers",58.9662559046172,34.1952791030793,16.6599614768607,3.0758258597569
"Mexico",2006,"female","75+ years",11,1441037,0.76,9.75387e+11,9906,"Silent",58.9662559046172,34.1952791030793,16.6599614768607,3.0758258597569
"Mexico",2006,"female","5-14 years",61,11508120,0.53,9.75387e+11,9906,"Millenials",58.9662559046172,34.1952791030793,16.6599614768607,3.0758258597569
"Mexico",2006,"female","25-34 years",137,9546600,1.44,9.75387e+11,9906,"Generation X",58.9662559046172,34.1952791030793,16.6599614768607,3.0758258597569
"Mexico",2006,"male","35-54 years",995,11286802,8.82,9.75387e+11,9906,"Boomers",58.9662559046172,34.1952791030793,16.6599614768607,3.0758258597569
"Mexico",2006,"male","15-24 years",926,10624582,8.72,9.75387e+11,9906,"Millenials",58.9662559046172,34.1952791030793,16.6599614768607,3.0758258597569
"Mexico",2007,"male","55-74 years",421,4716115,8.93,1.0527e+12,10496,"Silent",59.185340733358,33.8351374948798,15.9208624812093,3.18171470291719
"Mexico",2007,"male","75+ years",136,1055853,12.88,1.0527e+12,10496,"Silent",59.185340733358,33.8351374948798,15.9208624812093,3.18171470291719
"Mexico",2007,"male","25-34 years",943,9530655,9.89,1.0527e+12,10496,"Generation X",59.185340733358,33.8351374948798,15.9208624812093,3.18171470291719
"Mexico",2007,"male","35-54 years",1030,11726685,8.78,1.0527e+12,10496,"Boomers",59.185340733358,33.8351374948798,15.9208624812093,3.18171470291719
"Mexico",2007,"male","15-24 years",910,10761087,8.46,1.0527e+12,10496,"Millenials",59.185340733358,33.8351374948798,15.9208624812093,3.18171470291719
"Mexico",2007,"male","5-14 years",83,11918904,0.7,1.0527e+12,10496,"Generation Z",59.185340733358,33.8351374948798,15.9208624812093,3.18171470291719
"Mexico",2007,"female","5-14 years",53,11546073,0.46,1.0527e+12,10496,"Generation Z",59.185340733358,33.8351374948798,15.9208624812093,3.18171470291719
"Mexico",2007,"female","75+ years",14,1503866,0.93,1.0527e+12,10496,"Silent",59.185340733358,33.8351374948798,15.9208624812093,3.18171470291719
"Mexico",2007,"female","55-74 years",48,5064820,0.95,1.0527e+12,10496,"Silent",59.185340733358,33.8351374948798,15.9208624812093,3.18171470291719
"Mexico",2007,"female","15-24 years",272,10427676,2.61,1.0527e+12,10496,"Millenials",59.185340733358,33.8351374948798,15.9208624812093,3.18171470291719
"Mexico",2007,"female","25-34 years",173,9590582,1.8,1.0527e+12,10496,"Generation X",59.185340733358,33.8351374948798,15.9208624812093,3.18171470291719
"Mexico",2007,"female","35-54 years",202,12451981,1.62,1.0527e+12,10496,"Boomers",59.185340733358,33.8351374948798,15.9208624812093,3.18171470291719
"Mexico",2008,"female","15-24 years",325,10559325,3.08,1.10999e+12,10864,"Millenials",59.522316216063,34.7561916984963,15.8421985501957,3.16037871706611
"Mexico",2008,"female","25-34 years",176,9612896,1.83,1.10999e+12,10864,"Generation X",59.522316216063,34.7561916984963,15.8421985501957,3.16037871706611
"Mexico",2008,"female","35-54 years",213,12936391,1.65,1.10999e+12,10864,"Boomers",59.522316216063,34.7561916984963,15.8421985501957,3.16037871706611
"Mexico",2008,"male","35-54 years",1113,12193540,9.13,1.10999e+12,10864,"Boomers",59.522316216063,34.7561916984963,15.8421985501957,3.16037871706611
"Mexico",2008,"male","75+ years",145,1101082,13.17,1.10999e+12,10864,"Silent",59.522316216063,34.7561916984963,15.8421985501957,3.16037871706611
"Mexico",2008,"male","25-34 years",959,9582642,10.01,1.10999e+12,10864,"Generation X",59.522316216063,34.7561916984963,15.8421985501957,3.16037871706611
"Mexico",2008,"male","55-74 years",457,4918339,9.29,1.10999e+12,10864,"Silent",59.522316216063,34.7561916984963,15.8421985501957,3.16037871706611
"Mexico",2008,"male","15-24 years",997,10909870,9.14,1.10999e+12,10864,"Millenials",59.522316216063,34.7561916984963,15.8421985501957,3.16037871706611
"Mexico",2008,"female","55-74 years",60,5270209,1.14,1.10999e+12,10864,"Silent",59.522316216063,34.7561916984963,15.8421985501957,3.16037871706611
"Mexico",2008,"male","5-14 years",111,11956461,0.93,1.10999e+12,10864,"Generation Z",59.522316216063,34.7561916984963,15.8421985501957,3.16037871706611
"Mexico",2008,"female","75+ years",13,1565132,0.83,1.10999e+12,10864,"Silent",59.522316216063,34.7561916984963,15.8421985501957,3.16037871706611
"Mexico",2008,"female","5-14 years",73,11564700,0.63,1.10999e+12,10864,"Generation Z",59.522316216063,34.7561916984963,15.8421985501957,3.16037871706611
"Mexico",2009,"female","35-54 years",234,13420062,1.74,9.00045e+11,8651,"Boomers",60.7218316472303,31.8940938511825,15.0962102628175,3.24149414069732
"Mexico",2009,"male","25-34 years",985,9636154,10.22,9.00045e+11,8651,"Generation X",60.7218316472303,31.8940938511825,15.0962102628175,3.24149414069732
"Mexico",2009,"female","55-74 years",74,5495711,1.35,9.00045e+11,8651,"Silent",60.7218316472303,31.8940938511825,15.0962102628175,3.24149414069732
"Mexico",2009,"male","5-14 years",109,11979752,0.91,9.00045e+11,8651,"Generation Z",60.7218316472303,31.8940938511825,15.0962102628175,3.24149414069732
"Mexico",2009,"female","25-34 years",212,9636739,2.2,9.00045e+11,8651,"Generation X",60.7218316472303,31.8940938511825,15.0962102628175,3.24149414069732
"Mexico",2009,"female","15-24 years",359,10695396,3.36,9.00045e+11,8651,"Millenials",60.7218316472303,31.8940938511825,15.0962102628175,3.24149414069732
"Mexico",2009,"male","35-54 years",1271,12663131,10.04,9.00045e+11,8651,"Boomers",60.7218316472303,31.8940938511825,15.0962102628175,3.24149414069732
"Mexico",2009,"male","55-74 years",497,5132854,9.68,9.00045e+11,8651,"Silent",60.7218316472303,31.8940938511825,15.0962102628175,3.24149414069732
"Mexico",2009,"male","15-24 years",1032,11057116,9.33,9.00045e+11,8651,"Millenials",60.7218316472303,31.8940938511825,15.0962102628175,3.24149414069732
"Mexico",2009,"female","5-14 years",81,11560068,0.7,9.00045e+11,8651,"Generation Z",60.7218316472303,31.8940938511825,15.0962102628175,3.24149414069732
"Mexico",2009,"female","75+ years",6,1622435,0.37,9.00045e+11,8651,"Silent",60.7218316472303,31.8940938511825,15.0962102628175,3.24149414069732
"Mexico",2009,"male","75+ years",163,1144924,14.24,9.00045e+11,8651,"Silent",60.7218316472303,31.8940938511825,15.0962102628175,3.24149414069732
"Mexico",2010,"male","5-14 years",109,11983471,0.91,1.0578e+12,9991,"Generation Z",60.3628174693829,32.3619104538285,15.5616793495315,3.21915447615495
"Mexico",2010,"female","75+ years",7,1675096,0.42,1.0578e+12,9991,"Silent",60.3628174693829,32.3619104538285,15.5616793495315,3.21915447615495
"Mexico",2010,"male","55-74 years",483,5353293,9.02,1.0578e+12,9991,"Silent",60.3628174693829,32.3619104538285,15.5616793495315,3.21915447615495
"Mexico",2010,"female","5-14 years",73,11534311,0.63,1.0578e+12,9991,"Generation Z",60.3628174693829,32.3619104538285,15.5616793495315,3.21915447615495
"Mexico",2010,"female","25-34 years",177,9676184,1.83,1.0578e+12,9991,"Generation X",60.3628174693829,32.3619104538285,15.5616793495315,3.21915447615495
"Mexico",2010,"female","35-54 years",231,13887708,1.66,1.0578e+12,9991,"Generation X",60.3628174693829,32.3619104538285,15.5616793495315,3.21915447615495
"Mexico",2010,"female","55-74 years",62,5735458,1.08,1.0578e+12,9991,"Silent",60.3628174693829,32.3619104538285,15.5616793495315,3.21915447615495
"Mexico",2010,"female","15-24 years",350,10827976,3.23,1.0578e+12,9991,"Millenials",60.3628174693829,32.3619104538285,15.5616793495315,3.21915447615495
"Mexico",2010,"male","75+ years",165,1187437,13.9,1.0578e+12,9991,"Silent",60.3628174693829,32.3619104538285,15.5616793495315,3.21915447615495
"Mexico",2010,"male","25-34 years",936,9704369,9.65,1.0578e+12,9991,"Generation X",60.3628174693829,32.3619104538285,15.5616793495315,3.21915447615495
"Mexico",2010,"male","15-24 years",1074,11192708,9.6,1.0578e+12,9991,"Millenials",60.3628174693829,32.3619104538285,15.5616793495315,3.21915447615495
"Mexico",2010,"male","35-54 years",1191,13117850,9.08,1.0578e+12,9991,"Generation X",60.3628174693829,32.3619104538285,15.5616793495315,3.21915447615495
"Mexico",2011,"female","35-54 years",222,14331297,1.55,1.18049e+12,10965,"Generation X",59.9124681240829,33.556801094017,15.351284303746,3.08846155393052
"Mexico",2011,"female","55-74 years",72,5967658,1.21,1.18049e+12,10965,"Boomers",59.9124681240829,33.556801094017,15.351284303746,3.08846155393052
"Mexico",2011,"male","5-14 years",140,11975964,1.17,1.18049e+12,10965,"Generation Z",59.9124681240829,33.556801094017,15.351284303746,3.08846155393052
"Mexico",2011,"female","25-34 years",225,9731711,2.31,1.18049e+12,10965,"Millenials",59.9124681240829,33.556801094017,15.351284303746,3.08846155393052
"Mexico",2011,"male","35-54 years",1326,13558864,9.78,1.18049e+12,10965,"Generation X",59.9124681240829,33.556801094017,15.351284303746,3.08846155393052
"Mexico",2011,"female","75+ years",6,1727144,0.35,1.18049e+12,10965,"Silent",59.9124681240829,33.556801094017,15.351284303746,3.08846155393052
"Mexico",2011,"male","55-74 years",533,5562736,9.58,1.18049e+12,10965,"Boomers",59.9124681240829,33.556801094017,15.351284303746,3.08846155393052
"Mexico",2011,"female","15-24 years",439,10955599,4.01,1.18049e+12,10965,"Millenials",59.9124681240829,33.556801094017,15.351284303746,3.08846155393052
"Mexico",2011,"female","5-14 years",107,11496698,0.93,1.18049e+12,10965,"Generation Z",59.9124681240829,33.556801094017,15.351284303746,3.08846155393052
"Mexico",2011,"male","75+ years",156,1236980,12.61,1.18049e+12,10965,"Silent",59.9124681240829,33.556801094017,15.351284303746,3.08846155393052
"Mexico",2011,"male","15-24 years",1308,11318362,11.56,1.18049e+12,10965,"Millenials",59.9124681240829,33.556801094017,15.351284303746,3.08846155393052
"Mexico",2011,"male","25-34 years",1024,9792087,10.46,1.18049e+12,10965,"Millenials",59.9124681240829,33.556801094017,15.351284303746,3.08846155393052
"Mexico",2012,"male","55-74 years",509,5778173,8.81,1.20109e+12,10982,"Boomers",59.9972480582014,33.7764665245485,16.3467248038826,3.17392496725059
"Mexico",2012,"female","75+ years",8,1772584,0.45,1.20109e+12,10982,"Silent",59.9972480582014,33.7764665245485,16.3467248038826,3.17392496725059
"Mexico",2012,"male","5-14 years",123,11945793,1.03,1.20109e+12,10982,"Generation Z",59.9972480582014,33.7764665245485,16.3467248038826,3.17392496725059
"Mexico",2012,"female","15-24 years",407,11076558,3.67,1.20109e+12,10982,"Millenials",59.9972480582014,33.7764665245485,16.3467248038826,3.17392496725059
"Mexico",2012,"female","5-14 years",79,11441953,0.69,1.20109e+12,10982,"Generation Z",59.9972480582014,33.7764665245485,16.3467248038826,3.17392496725059
"Mexico",2012,"male","35-54 years",1264,13980301,9.04,1.20109e+12,10982,"Generation X",59.9972480582014,33.7764665245485,16.3467248038826,3.17392496725059
"Mexico",2012,"female","55-74 years",85,6214623,1.37,1.20109e+12,10982,"Boomers",59.9972480582014,33.7764665245485,16.3467248038826,3.17392496725059
"Mexico",2012,"male","75+ years",170,1283320,13.25,1.20109e+12,10982,"Silent",59.9972480582014,33.7764665245485,16.3467248038826,3.17392496725059
"Mexico",2012,"female","25-34 years",214,9801779,2.18,1.20109e+12,10982,"Millenials",59.9972480582014,33.7764665245485,16.3467248038826,3.17392496725059
"Mexico",2012,"female","35-54 years",258,14755637,1.75,1.20109e+12,10982,"Generation X",59.9972480582014,33.7764665245485,16.3467248038826,3.17392496725059
"Mexico",2012,"male","15-24 years",1251,11427075,10.95,1.20109e+12,10982,"Millenials",59.9972480582014,33.7764665245485,16.3467248038826,3.17392496725059
"Mexico",2012,"male","25-34 years",1013,9890969,10.24,1.20109e+12,10982,"Millenials",59.9972480582014,33.7764665245485,16.3467248038826,3.17392496725059
"Mexico",2013,"female","75+ years",16,1815829,0.88,1.27444e+12,11478,"Silent",61.1063920156291,31.8563175636679,15.831823954908,3.13878369494525
"Mexico",2013,"male","25-34 years",1151,10000769,11.51,1.27444e+12,11478,"Millenials",61.1063920156291,31.8563175636679,15.831823954908,3.13878369494525
"Mexico",2013,"male","35-54 years",1469,14385858,10.21,1.27444e+12,11478,"Generation X",61.1063920156291,31.8563175636679,15.831823954908,3.13878369494525
"Mexico",2013,"male","75+ years",161,1328764,12.12,1.27444e+12,11478,"Silent",61.1063920156291,31.8563175636679,15.831823954908,3.13878369494525
"Mexico",2013,"male","5-14 years",102,11898580,0.86,1.27444e+12,11478,"Generation Z",61.1063920156291,31.8563175636679,15.831823954908,3.13878369494525
"Mexico",2013,"male","15-24 years",1220,11520698,10.59,1.27444e+12,11478,"Millenials",61.1063920156291,31.8563175636679,15.831823954908,3.13878369494525
"Mexico",2013,"female","55-74 years",94,6474009,1.45,1.27444e+12,11478,"Boomers",61.1063920156291,31.8563175636679,15.831823954908,3.13878369494525
"Mexico",2013,"female","35-54 years",263,15162201,1.73,1.27444e+12,11478,"Generation X",61.1063920156291,31.8563175636679,15.831823954908,3.13878369494525
"Mexico",2013,"male","55-74 years",565,5999782,9.42,1.27444e+12,11478,"Boomers",61.1063920156291,31.8563175636679,15.831823954908,3.13878369494525
"Mexico",2013,"female","5-14 years",66,11378193,0.58,1.27444e+12,11478,"Generation Z",61.1063920156291,31.8563175636679,15.831823954908,3.13878369494525
"Mexico",2013,"female","25-34 years",212,9885421,2.14,1.27444e+12,11478,"Millenials",61.1063920156291,31.8563175636679,15.831823954908,3.13878369494525
"Mexico",2013,"female","15-24 years",392,11186604,3.5,1.27444e+12,11478,"Millenials",61.1063920156291,31.8563175636679,15.831823954908,3.13878369494525
"Mexico",2014,"female","55-74 years",91,6743397,1.35,1.31439e+12,11663,"Boomers",60.1945164074427,31.4952272420851,15.8991770877474,3.13483399079768
"Mexico",2014,"male","35-54 years",1558,14784480,10.54,1.31439e+12,11663,"Generation X",60.1945164074427,31.4952272420851,15.8991770877474,3.13483399079768
"Mexico",2014,"male","75+ years",177,1376264,12.86,1.31439e+12,11663,"Silent",60.1945164074427,31.4952272420851,15.8991770877474,3.13483399079768
"Mexico",2014,"male","15-24 years",1334,11603241,11.5,1.31439e+12,11663,"Millenials",60.1945164074427,31.4952272420851,15.8991770877474,3.13483399079768
"Mexico",2014,"male","25-34 years",1140,10118932,11.27,1.31439e+12,11663,"Millenials",60.1945164074427,31.4952272420851,15.8991770877474,3.13483399079768
"Mexico",2014,"male","5-14 years",129,11844045,1.09,1.31439e+12,11663,"Generation Z",60.1945164074427,31.4952272420851,15.8991770877474,3.13483399079768
"Mexico",2014,"female","5-14 years",109,11316008,0.96,1.31439e+12,11663,"Generation Z",60.1945164074427,31.4952272420851,15.8991770877474,3.13483399079768
"Mexico",2014,"female","35-54 years",333,15556091,2.14,1.31439e+12,11663,"Generation X",60.1945164074427,31.4952272420851,15.8991770877474,3.13483399079768
"Mexico",2014,"male","55-74 years",612,6228708,9.83,1.31439e+12,11663,"Boomers",60.1945164074427,31.4952272420851,15.8991770877474,3.13483399079768
"Mexico",2014,"female","15-24 years",416,11280468,3.69,1.31439e+12,11663,"Millenials",60.1945164074427,31.4952272420851,15.8991770877474,3.13483399079768
"Mexico",2014,"female","75+ years",8,1862263,0.43,1.31439e+12,11663,"Silent",60.1945164074427,31.4952272420851,15.8991770877474,3.13483399079768
"Mexico",2014,"female","25-34 years",271,9978692,2.72,1.31439e+12,11663,"Millenials",60.1945164074427,31.4952272420851,15.8991770877474,3.13483399079768
"Mexico",2015,"male","15-24 years",1347,11676480,11.54,1.16962e+12,10228,"Millenials",61.0057584243087,30.0133572198525,17.1411607594018,3.19645985524598
"Mexico",2015,"male","5-14 years",137,11790898,1.16,1.16962e+12,10228,"Generation Z",61.0057584243087,30.0133572198525,17.1411607594018,3.19645985524598
"Mexico",2015,"male","25-34 years",1195,10243158,11.67,1.16962e+12,10228,"Millenials",61.0057584243087,30.0133572198525,17.1411607594018,3.19645985524598
"Mexico",2015,"male","75+ years",163,1427654,11.42,1.16962e+12,10228,"Silent",61.0057584243087,30.0133572198525,17.1411607594018,3.19645985524598
"Mexico",2015,"male","35-54 years",1560,15181008,10.28,1.16962e+12,10228,"Generation X",61.0057584243087,30.0133572198525,17.1411607594018,3.19645985524598
"Mexico",2015,"male","55-74 years",584,6465941,9.03,1.16962e+12,10228,"Boomers",61.0057584243087,30.0133572198525,17.1411607594018,3.19645985524598
"Mexico",2015,"female","5-14 years",95,11261292,0.84,1.16962e+12,10228,"Generation Z",61.0057584243087,30.0133572198525,17.1411607594018,3.19645985524598
"Mexico",2015,"female","75+ years",11,1915217,0.57,1.16962e+12,10228,"Silent",61.0057584243087,30.0133572198525,17.1411607594018,3.19645985524598
"Mexico",2015,"female","55-74 years",88,7021916,1.25,1.16962e+12,10228,"Boomers",61.0057584243087,30.0133572198525,17.1411607594018,3.19645985524598
"Mexico",2015,"female","15-24 years",484,11354811,4.26,1.16962e+12,10228,"Millenials",61.0057584243087,30.0133572198525,17.1411607594018,3.19645985524598
"Mexico",2015,"female","25-34 years",267,10079012,2.65,1.16962e+12,10228,"Millenials",61.0057584243087,30.0133572198525,17.1411607594018,3.19645985524598
"Mexico",2015,"female","35-54 years",303,15940497,1.9,1.16962e+12,10228,"Generation X",61.0057584243087,30.0133572198525,17.1411607594018,3.19645985524598
"Mongolia",2016,"male","55-74 years",29,113527,25.54,11183458131,4145,"Boomers",46.115055019035,33.8810482213897,7.3243570265262,11.6893797400944
"Mongolia",2016,"male","35-54 years",127,375631,33.81,11183458131,4145,"Generation X",46.115055019035,33.8810482213897,7.3243570265262,11.6893797400944
"Mongolia",2016,"female","15-24 years",18,246805,7.29,11183458131,4145,"Millenials",46.115055019035,33.8810482213897,7.3243570265262,11.6893797400944
"Mongolia",2016,"male","75+ years",3,15349,19.55,11183458131,4145,"Silent",46.115055019035,33.8810482213897,7.3243570265262,11.6893797400944
"Mongolia",2016,"female","75+ years",3,26305,11.4,11183458131,4145,"Silent",46.115055019035,33.8810482213897,7.3243570265262,11.6893797400944
"Mongolia",2016,"male","25-34 years",127,290660,43.69,11183458131,4145,"Millenials",46.115055019035,33.8810482213897,7.3243570265262,11.6893797400944
"Mongolia",2016,"female","55-74 years",1,148196,0.67,11183458131,4145,"Boomers",46.115055019035,33.8810482213897,7.3243570265262,11.6893797400944
"Mongolia",2016,"male","15-24 years",85,252851,33.62,11183458131,4145,"Millenials",46.115055019035,33.8810482213897,7.3243570265262,11.6893797400944
"Mongolia",2016,"female","25-34 years",15,292237,5.13,11183458131,4145,"Millenials",46.115055019035,33.8810482213897,7.3243570265262,11.6893797400944
"Mongolia",2016,"female","35-54 years",15,406028,3.69,11183458131,4145,"Generation X",46.115055019035,33.8810482213897,7.3243570265262,11.6893797400944
"Montenegro",2000,"female","5-14 years",0,43461,0,984297589,1701,"Millenials",58.1769336369838,21.2590046532839,9.28076314231317,11.3018779223777
"Montenegro",2000,"female","25-34 years",0,43578,0,984297589,1701,"Generation X",58.1769336369838,21.2590046532839,9.28076314231317,11.3018779223777
"Montenegro",2000,"male","5-14 years",0,46337,0,984297589,1701,"Millenials",58.1769336369838,21.2590046532839,9.28076314231317,11.3018779223777
"Montenegro",2000,"male","55-74 years",0,49448,0,984297589,1701,"Silent",58.1769336369838,21.2590046532839,9.28076314231317,11.3018779223777
"Montenegro",2000,"female","35-54 years",0,86210,0,984297589,1701,"Boomers",58.1769336369838,21.2590046532839,9.28076314231317,11.3018779223777
"Montenegro",2000,"male","25-34 years",0,43146,0,984297589,1701,"Generation X",58.1769336369838,21.2590046532839,9.28076314231317,11.3018779223777
"Montenegro",2000,"female","55-74 years",0,58144,0,984297589,1701,"Silent",58.1769336369838,21.2590046532839,9.28076314231317,11.3018779223777
"Montenegro",2000,"female","75+ years",0,14322,0,984297589,1701,"G.I. Generation",58.1769336369838,21.2590046532839,9.28076314231317,11.3018779223777
"Montenegro",2000,"male","15-24 years",0,50621,0,984297589,1701,"Generation X",58.1769336369838,21.2590046532839,9.28076314231317,11.3018779223777
"Montenegro",2000,"female","15-24 years",0,48660,0,984297589,1701,"Generation X",58.1769336369838,21.2590046532839,9.28076314231317,11.3018779223777
"Montenegro",2000,"male","35-54 years",0,85940,0,984297589,1701,"Boomers",58.1769336369838,21.2590046532839,9.28076314231317,11.3018779223777
"Montenegro",2000,"male","75+ years",0,8801,0,984297589,1701,"G.I. Generation",58.1769336369838,21.2590046532839,9.28076314231317,11.3018779223777
"Montenegro",2001,"male","5-14 years",0,46337,0,1159869246,2004,"Millenials",57.3561319115751,22.3143207912841,11.5594814340095,10.8112052258109
"Montenegro",2001,"male","75+ years",0,8801,0,1159869246,2004,"Silent",57.3561319115751,22.3143207912841,11.5594814340095,10.8112052258109
